,date,COMNAM,TAQ_TICKER,MARKETCAP,pNYSE_size,pNYSE_value,pNYSE_prof,pNYSE_dur,pNYSE_valprof,pNYSE_fscore,pNYSE_debtiss,pNYSE_repurch,pNYSE_nissa,pNYSE_accruals,pNYSE_growth,pNYSE_aturnover,pNYSE_gmargins,pNYSE_divp,pNYSE_ep,pNYSE_cfp,pNYSE_noa,pNYSE_inv,pNYSE_invcap,pNYSE_igrowth,pNYSE_sgrowth,pNYSE_lev,pNYSE_roaa,pNYSE_roea,pNYSE_sp,pNYSE_gltnoa,pNYSE_divg,pNYSE_invaci,pNYSE_mom,pNYSE_indmom,pNYSE_valmom,pNYSE_valmomprof,pNYSE_shortint,pNYSE_mom12,pNYSE_momrev,pNYSE_lrrev,pNYSE_valuem,pNYSE_nissm,pNYSE_sue,pNYSE_roe,pNYSE_rome,pNYSE_roa,pNYSE_strev,pNYSE_ivol,pNYSE_betaarb,pNYSE_season,pNYSE_indrrev,pNYSE_indrrevlv,pNYSE_indmomrev,pNYSE_ciss,pNYSE_price,pNYSE_age,pNYSE_shvol,pNYSE_exchsw,pNYSE_ipo
10026,20170928,J & J SNACK FOODS CORP,JJSF,2446001.67,6.0,3.0,8.0,4.0,7.0,10,10.0,10.0,4.0,4.0,4.0,8.0,6.0,3.0,4.0,2.0,5.0,3.0,3.0,6.0,5.0,1.0,9.0,7.0,3.0,7.0,7.0,,5.0,1.0,4.0,6.0,6.0,5.0,7.0,3.0,4.0,5.0,,7.0,5.0,10.0,6.0,7.0,9.0,6.0,4.0,4.0,1.0,4.0,10.0,4,9.0,10,1
10028,20170928,D G S E COMPANIES INC,DGSE,36078.16,10.0,5.0,10.0,4.0,10.0,1,10.0,1.0,1.0,1.0,10.0,10.0,2.0,,1.0,,9.0,10.0,1.0,1.0,10.0,4.0,1.0,1.0,10.0,9.0,,,,4.0,,,10.0,10.0,1.0,,2.0,1.0,,8.0,4.0,9.0,10.0,2.0,10.0,,10.0,,,,1.0,4,10.0,10,1
10032,20170928,PLEXUS CORP,PLXS,1896776.45,7.0,6.0,3.0,7.0,4.0,10,1.0,10.0,4.0,3.0,5.0,9.0,1.0,,6.0,5.0,8.0,9.0,8.0,7.0,7.0,5.0,7.0,5.0,8.0,,,,4.0,10.0,5.0,3.0,5.0,6.0,3.0,6.0,6.0,5.0,4.0,6.0,7.0,7.0,6.0,10.0,4.0,8.0,9.0,10.0,10.0,4.0,7.0,4,8.0,10,1
10044,20170928,ROCKY MOUNTAIN CHOC FAC INC NEW,RMCF,70068.61,10.0,4.0,9.0,5.0,8.0,10,10.0,10.0,4.0,8.0,9.0,8.0,6.0,10.0,9.0,7.0,8.0,9.0,7.0,3.0,7.0,2.0,10.0,9.0,5.0,5.0,4.0,,7.0,1.0,6.0,9.0,10.0,6.0,8.0,8.0,3.0,4.0,,8.0,6.0,9.0,5.0,5.0,10.0,2.0,3.0,,,7.0,2.0,4,10.0,10,1
10051,20170928,HANGER INC,<undefined>,,,,1.0,,,1,1.0,1.0,6.0,9.0,10.0,9.0,1.0,,,,7.0,8.0,4.0,8.0,7.0,,1.0,1.0,,3.0,,,,2.0,,,5.0,4.0,9.0,10.0,,7.0,,,,,5.0,10.0,9.0,1.0,3.0,3.0,1.0,,,4,,10,1
10104,20170928,ORACLE CORP,ORCL,198891670.56,1.0,4.0,6.0,4.0,3.0,10,1.0,10.0,5.0,5.0,6.0,2.0,10.0,4.0,8.0,5.0,9.0,7.0,2.0,7.0,7.0,3.0,9.0,9.0,2.0,7.0,4.0,2.0,9.0,10.0,8.0,8.0,9.0,7.0,6.0,7.0,3.0,5.0,8.0,9.0,8.0,9.0,4.0,7.0,7.0,2.0,5.0,6.0,9.0,8.0,7.0,4,10.0,10,1
10107,20170928,MICROSOFT CORP,MSFT,568964764.28,1.0,2.0,6.0,2.0,2.0,1,1.0,10.0,8.0,9.0,3.0,3.0,10.0,6.0,5.0,2.0,10.0,5.0,1.0,2.0,9.0,1.0,9.0,9.0,1.0,8.0,6.0,1.0,8.0,10.0,4.0,5.0,9.0,8.0,8.0,3.0,1.0,8.0,9.0,10.0,7.0,10.0,3.0,10.0,6.0,5.0,4.0,4.0,8.0,6.0,8.0,4,10.0,10,1
10138,20170928,T ROWE PRICE GROUP INC,TROW,21663466.54,2.0,,,,,1,10.0,10.0,10.0,,,,,10.0,9.0,5.0,,,,,,1.0,10.0,9.0,2.0,9.0,10.0,,9.0,5.0,,,4.0,7.0,9.0,7.0,,9.0,10.0,9.0,9.0,10.0,4.0,8.0,5.0,5.0,3.0,2.0,2.0,7.0,9.0,4,6.0,10,1
10145,20170928,HONEYWELL INTERNATIONAL INC,HON,106920790.02,1.0,3.0,5.0,3.0,2.0,1,1.0,10.0,6.0,5.0,3.0,5.0,6.0,6.0,8.0,4.0,7.0,9.0,5.0,5.0,5.0,3.0,9.0,9.0,4.0,6.0,8.0,5.0,8.0,,5.0,5.0,8.0,7.0,6.0,3.0,2.0,7.0,7.0,9.0,7.0,9.0,4.0,10.0,7.0,5.0,,,,6.0,10.0,1,9.0,10,1
10158,20170928,AMERESCO INC,AMRC,216094.8,10.0,10.0,4.0,10.0,9.0,1,1.0,10.0,10.0,9.0,3.0,6.0,3.0,,9.0,10.0,2.0,2.0,4.0,2.0,5.0,10.0,4.0,4.0,10.0,3.0,,,9.0,6.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,9.0,,5.0,10.0,5.0,1.0,3.0,3.0,9.0,1.0,,,2.0,1.0,8,10.0,10,1
10180,20170928,AKORN INC,AKRX,4143496.89,4.0,5.0,7.0,5.0,7.0,10,10.0,10.0,8.0,1.0,9.0,4.0,9.0,,9.0,8.0,4.0,5.0,2.0,1.0,2.0,3.0,9.0,9.0,3.0,2.0,,,10.0,8.0,9.0,10.0,1.0,7.0,3.0,4.0,3.0,8.0,,3.0,3.0,3.0,6.0,10.0,4.0,1.0,8.0,9.0,10.0,1.0,5.0,4,1.0,10,1
10182,20170928,TECH DATA CORP,TECD,3416624.44,5.0,8.0,4.0,8.0,7.0,1,10.0,10.0,2.0,3.0,5.0,10.0,1.0,,10.0,8.0,9.0,5.0,2.0,4.0,8.0,8.0,6.0,7.0,10.0,6.0,,2.0,9.0,2.0,10.0,9.0,4.0,9.0,4.0,6.0,6.0,2.0,,5.0,6.0,5.0,2.0,8.0,4.0,6.0,1.0,1.0,1.0,3.0,9.0,4,4.0,10,1
10200,20170928,REPLIGEN CORP,RGEN,1407947.64,7.0,2.0,4.0,2.0,1.0,1,1.0,1.0,3.0,1.0,1.0,2.0,9.0,,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,,,10.0,8.0,7.0,5.0,3.0,8.0,3.0,1.0,1.0,1.0,10.0,8.0,4.0,9.0,1.0,4.0,3.0,6.0,2.0,,,2.0,6.0,4,5.0,10,1
10220,20170928,B W X TECHNOLOGIES INC,BWXT,5567991.32,4.0,1.0,7.0,1.0,1.0,10,1.0,10.0,10.0,4.0,2.0,7.0,6.0,2.0,6.0,4.0,9.0,1.0,5.0,8.0,3.0,1.0,10.0,10.0,3.0,2.0,1.0,,9.0,8.0,5.0,6.0,8.0,9.0,4.0,2.0,1.0,10.0,,10.0,6.0,10.0,3.0,9.0,9.0,7.0,4.0,4.0,6.0,10.0,7.0,8,6.0,10,1
